calibration_ece_change,calibration_ece_clean,calibration_ece_transformed,class_name,count,failure_count,failure_prevalence_among_clean_correct,family,label_consistency,model,normalized_instability_mean,run,seed,severity,transformed_accuracy,unique_source_count
0.004400839169820148,0.008938860734303795,0.013339699904123942,Industrial,375,2,0.005376344086021506,spectral_appearance,0.9946666666666667,resnet50,0.0,resnet50-seed17,17,mild,0.9866666666666667,375
-0.0015618926286697435,0.01779738585154218,0.016235493222872436,Pasture,300,0,0.0,spectral_appearance,0.9966666666666667,resnet50,0.0,resnet50-seed17,17,mild,0.98,300
0.030494947433471746,0.01941983477274569,0.04991478220621744,PermanentCrop,375,14,0.03825136612021858,spectral_appearance,0.96,resnet50,7.901234567901235e-06,resnet50-seed17,17,mild,0.9413333333333334,375
-0.0006250154972075907,0.0036364250712924307,0.00301140957408484,Residential,450,0,0.0,spectral_appearance,0.9977777777777778,resnet50,1.0973936899862826e-06,resnet50-seed17,17,mild,1.0,450
-0.008890679836273261,0.015425655206044539,0.006534975369771279,River,375,1,0.0027247956403269754,spectral_appearance,0.9866666666666667,resnet50,0.0,resnet50-seed17,17,mild,0.9866666666666667,375
-0.000539787477917106,0.006183664268917486,0.00564387679100038,SeaLake,450,0,0.0,spectral_appearance,1.0,resnet50,0.0,resnet50-seed17,17,mild,0.9933333333333333,450
0.004334776798884022,0.013906822337044657,0.01824159913592868,AnnualCrop,450,2,0.0045351473922902496,spectral_appearance,0.9911111111111112,resnet50,2.3593964334705075e-05,resnet50-seed17,17,moderate,0.98,450
0.010255035294426779,0.002319462961620731,0.01257449825604751,Forest,450,4,0.008908685968819599,spectral_appearance,0.9911111111111112,resnet50,0.00032482853223593966,resnet50-seed17,17,moderate,0.9888888888888889,450
0.04121519419882043,0.015221209261152457,0.05643640345997289,HerbaceousVegetation,450,23,0.05215419501133787,spectral_appearance,0.9444444444444444,resnet50,0.00039725651577503425,resnet50-seed17,17,moderate,0.9333333333333333,450
0.018845820585886602,0.010397408962249756,0.02924322954813636,Highway,375,11,0.029649595687331536,spectral_appearance,0.968,resnet50,0.00013300411522633744,resnet50-seed17,17,moderate,0.96,375
0.012377572774887099,0.008938860734303795,0.021316433509190894,Industrial,375,10,0.026881720430107527,spectral_appearance,0.9733333333333334,resnet50,8.62551440329218e-05,resnet50-seed17,17,moderate,0.9653333333333334,375
0.0012136390805244299,0.01779738585154218,0.01901102493206661,Pasture,300,2,0.006825938566552901,spectral_appearance,0.9866666666666667,resnet50,8.23045267489712e-07,resnet50-seed17,17,moderate,0.9733333333333334,300
0.046081079244613805,0.01941983477274569,0.0655009140173595,PermanentCrop,375,26,0.07103825136612021,spectral_appearance,0.92,resnet50,0.00023769547325102884,resnet50-seed17,17,moderate,0.9146666666666666,375
0.0022713441318935514,0.0036364250712924307,0.005907769203185982,Residential,450,5,0.011135857461024499,spectral_appearance,0.9866666666666667,resnet50,0.00010150891632373113,resnet50-seed17,17,moderate,0.9888888888888889,450
-0.004216640631357845,0.015425655206044539,0.011209014574686694,River,375,1,0.0027247956403269754,spectral_appearance,0.9866666666666667,resnet50,1.3168724279835392e-06,resnet50-seed17,17,moderate,0.9866666666666667,375
